0	Velikite Balgari ( , `` The Great Bulgarians `` ) was the Bulgarian spin-off of the 2002 program `` 100 Greatest Britons `` produced by the BBC .	Aired on the Bulgarian National Television 's Kanal 1 , its first stage began on 9 June 2006 and finished on 10 December , with a show on 23 December announcing the names of the Top 100 as chosen by popular vote .	The Top 10 were announced in alphabetical order .	In the second stage , which lasted until 17 February 2007 , the viewers determined the order in the Top 10 .	Documentaries dedicated to every Top 10 personality were aired during the second stage .
2	The race came to a close with a mass-start road stage that stretched from Clusone to Milan .	The 2004 Giro d 'Italia was the 87th edition of the Giro d 'Italia , one of cycling 's Grand Tours .	The Giro began in Genoa with a prologue .	Nineteen teams entered the race that was won by the Italian Damiano Cunego of the team .	Second and third were the Ukrainian Serhiy Honchar and Italian Gilberto Simoni .
3	She was seen by Fanny Brice who promoted her , and Vélez soon entered films , making her first appearance in 1927 .	This is a complete filmography of Mexican film actress Lupe Vélez .	Vélez began her career in 1927 , when she abandoned her native Mexico to start a career as an exotic beauty in the 1920s Hollywood .	Vélez began her career in Mexico as a dancer , before moving to the U.S. where she worked in vaudeville .	Vélez 's first feature-length film was `` The Gaucho `` ( 1927 ) starring Douglas Fairbanks .
2	Today the park is home to playgrounds , sports fields , a skating rink and Dillon Stadium .	Colt Park is a city park in the southeast Hartford , Connecticut neighborhood of Sheldon / Charter Oak .	The park was established from the former Armsmear Estate of Samuel Colt and Elizabeth Jarvis Colt which was gifted to the city upon her death in 1905 .	Colt Park was listed on the National Register of Historic Places on June 8 , 1976 , designated as part of the Colt Industrial District , valued for its association with industrialist Samuel Colt .	It is bounded by Wawarme , Wethersfield , Hendricsen , Van Dyke Avenues and Stonington , Maseek and Sequassen Streets .
0	A cloned enzyme donor immunoassay ( CEDIA ) is a competitive homogenous enzyme immunoassay .	This assay makes use of two component fragments of an enzyme which are each individually inactive .	Under the right conditions in solution these fragments can spontaneously reassemble to form the active enzyme .	For use in biochemical assays one of the enzyme fragments is attached to an analyte of interest .	The analyte-enzyme-fragment-conjugate is still able to reassemble with the other enzyme fragment to form an active enzyme .
2	It is popular to sing on long trips , as it has a very repetitive format which is easy to memorize , and can take a long time to sing .	`` Found a Peanut `` is a traditional song , often considered a children 's song , in the United Kingdom , the United States , Australia , Canada and Israel .	In Israel it is titled `` I Swallowed a Peanut `` ( Balati Boten ; בלעתי בוטן ) .	It is sung to the tune of `` Oh My Darling , Clementine `` .	It may often be sung around a camp fire .
2	He was subsequently traded to the Seattle SuperSonics ( now known as the Oklahoma City Thunder ) .	Jeffrey Lynn Green ( born August 28 , 1986 ) is an American professional basketball player for the Orlando Magic of the National Basketball Association ( NBA ) .	He played three seasons of college basketball for Georgetown , before entering the 2007 NBA draft , where he was selected fifth overall by the Boston Celtics .	He spent four seasons with the franchise before being traded back to the Celtics during the 2010 – 11 season , where he played until 2015 before being traded to the Memphis Grizzlies .	In 2016 , he was traded to the Los Angeles Clippers .
2	His favoured position is centre .	Joe Ansbro ( Born Glasgow , 29 October 1985 ) is a former Scottish international professional rugby union player .	He is the first player of African origin to represent Scotland at test level in history .	He most recently played for London Irish .	After gaining 11 full international caps his rugby career ended due to serious neck injury at the age of 26 .
4	Delgado served two full terms as mayor , leaving office in 2006 .	Larry Delgado ( born 1936 ) was elected mayor of Santa Fe , New Mexico after serving two terms on the Santa Fe City Council from 1990 to 1998 .	He was elected mayor of Santa Fe in 1998 after defeating mayor Debbie Jaramillo and former mayor Sam Pick .	In that election , he was viewed as taking a centrist position between Jaramillo 's anti-development policies and Pick 's pro-development policies .	He received 44 % of the vote , ahead of Pick 's 32 % and Jaramillo 's 11 % .
3	There were 300 leves in a legion , and unlike other infantry types they did not form their own units , but were assigned to units of `` hastati `` — heavier sword-armed troops .	Leves ( Singular : `` Levis `` ) were javelin-armed skirmishers in the army of the early Roman republic .	They were typically some of the youngest and poorest men in the legion , and could not afford much equipment .	They were usually outfitted with just a number of light javelins and no other equipment .	Their primary purpose on the battlefield was to harass the enemy with javelin fire and support the heavy infantry who fought in hand-to-hand combat . ``
0	Vitiaziella cubiceps is a species of flabby whalefish known from the Kuril-Kamchatka Trench and the South China Sea at depths of from ; it is considered as rare species .	The habitat of this fish is oceanic depth of 1,5-4,5 km .	It is the only known member of its genus .	This fish is named in honour of Soviet oceanographic ship „ Vitiaz ” ( another species named after this ship are `` Gonostoma vitiazi `` Rass , 1950 ; `` Lycenchelys vitiazi `` Andriashev , 1955 ; `` Pelagocyclus vitiazi `` Lindberg et Legesa , 1955 ; `` Cypselurus vitjazi `` Parin , 1958 ; `` Diaphus vitiazi `` Kulikova , 1961 ; `` Benthodesmus vitiazi `` Parin et Becker , 1970 ; `` Monomeropus vitiazi `` Nielsen , 1971 ; `` Eustomias vitiazi `` Parin et Pokhilskaya 1974 ; `` Melanostigma vitiazi `` Parin , 1980 ) .	Type specimen had been caught first in 1949 by Soviet expedition near Kuril Islands .
3	Additionally , she has won over 100 awards as a recording artist .	American recording artist Brandy Norwood entered the music business as a backing vocalist for R & B boy bands such as Immature , prior to launching her own career in 1994 .	Her discography , as a solo artist , includes six studio albums , one compilation album , one extended play , twenty-seven singles , twenty-eight album appearances and eighteen soundtrack appearances .	Norwood has sold over 8.62 million albums in the United States , and more than 30 million records worldwide .	In 1999 , `` Billboard `` ranked Norwood among the top twenty of the Top Pop Artists of the 1990s .
2	His tours of the Eastern Front spanned October and November 1942 , February to June 1943 , and October 1943 to March 1944 .	Mato Dukovac ( 23 October 1918 – September 1990 ) was the leading Croatian fighter ace of World War II , credited with between 40 and 44 confirmed kills .	He joined the Air Force of the Independent State of Croatia following the Axis invasion of Yugoslavia in April 1941 , and then the `` Luftwaffe `` , with which he flew combat missions on the Eastern Front .	He defected to the Soviet Union on 20 September 1944 , and was returned to Yugoslavia in November 1944 .	He worked as a flight instructor for the Yugoslav Air Force in Pančevo and Zadar before defecting to Italy in April 1945 .
0	The Central Stadium is the main football arena of the city and for FC Aktobe .	It was constructed in 1975 .	On the opening day on August 28 , 1975 , Aktyubinets played against CSKA Moscow .	Match ended with score 1 : 0 in favor of visiting team .	Kopeykin scored the goal .
2	Sydney Pollack ’ s `` The Interpreter `` and Javier Marias ’ `` A Heart So White `` are amongst the most well known examples .	This is a list of language interpreters in fiction .	Conference interpretation is often depicted in works of fiction , be it in films or in novels .	Several books , symposia or websites tackle the issue at hand .	Below is a list of works of fiction in which interpreters appear .
0	Turweston is a village and civil parish in the Aylesbury Vale district of Buckinghamshire , England .	The village is beside the River Great Ouse , which bounds the parish to the north , west and south .	Turweston is the most northwesterly parish in Buckinghamshire : the Ouse here forms the county boundary with Northamptonshire to the north and west and Oxfordshire to the south .	Across the river the Northamptonshire market town of Brackley is just west of Turweston , with the town centre about west of the village .	The parish has an area of and the 2011 Census recorded a parish population of 211 people .
3	In June 1991 , SAISD officials announced plans for a rent increase on the Riders for the 1992 season .	The San Antonio Riders were a professional American football team that played in the WLAF in 1991 and 1992 .	The team played at Alamo Stadium in San Antonio in 1991 and then were forced to move to Bobcat Stadium on the campus of Southwest Texas State University ( now Texas State University ) in San Marcos , Texas , 45 miles northeast of San Antonio , for the 1992 season after the San Antonio Independent School District refused to allow the sale of beer at WLAF games or the display of beer advertising at Alamo Stadium .	In return , Riders ownership scrapped plans to fund $ 235,000 in renovations to the Stadium .	The relationship would last for only one season .
1	Goodwill represents assets that are not separately identifiable .	Goodwill in accounting is an intangible asset that arises when a buyer acquires an existing business .	Goodwill does not include identifiable assets that are capable of being separated or divided from the entity and sold , transferred , licensed , rented , or exchanged , either individually or together with a related contract , identifiable asset , or liability regardless of whether the entity intends to do so .	Goodwill also does not include contractual or other legal rights regardless of whether those are transferable or separable from the entity or other rights and obligations .	Examples of identifiable assets that are not goodwill include a company ’ s brand name , customer relationships , artistic intangible assets , and any patents or proprietary technology .
4	Between 2006 and 2009 the team ran under the name of Fisichella Motor Sport , with support from Formula One driver Giancarlo Fisichella and his manager Enrico Zanarini .	Coloni Motorsport , also known as Scuderia Coloni , is an auto racing team from Italy .	Formed by Enzo Coloni in 1982 , the team participated in Formula Three between 1983 and 1986 , before racing in Formula One as Enzo Coloni Racing Car Systems between and .	They made 82 attempts to take part in a Formula One race but only qualified 14 times .	Since then , under the management of Enzo Coloni 's son Paolo , the team has been successful in Formula Three , Formula 3000 and GP2 Series .
1	With the revival of the recorder by Arnold Dolmetsch , who chose Baroque music and the corresponding recorder types as a fixed point , consideration was given to the design of recorder types larger than the bass recorder .	The great bass recorder is a member of the recorder family .	The great bass recorder has up to seven keys , which serve to facilitate access to the finger holes .	For modern large bass recorders woods like maple or African Bubinga are used .	The term usually applies to an instrument with range is c – d2 ( g2 ) , but has also been used to describe an instrument descending to B or else to the low bass recorder in F , alternatively known as a contrabass .
0	Founded in 1971 as the Mississippi Foundation For Medical Care ( MFMC ) , the Information & Quality Healthcare ( IQH ) is an independent , Mississippi , not-for-profit corporation .	It was established by the House of Delegates at the 103rd Annual Session of the Mississippi State Medical Association .	with an incorporation date of July 6 , 1971 .	A grant from the National Center for Health Services Research and Development in 1971 allowed development of a physician-sponsored system for evaluating the quality of medical care .	The primary goal was to improve the quality of medical care in the state and produce long lasting and tangible results .
1	At completion in 1973 , it surpassed the World Trade Center towers in New York to become the tallest building in the world , a title it held for nearly 25 years and remained the tallest building in the Western Hemisphere until 2014 and the completion of a new building at the World Trade Center site .	The Willis Tower , built as and still commonly referred to as Sears Tower , is a 108-story , skyscraper in Chicago , Illinois , United States .	The building is considered a seminal achievement for its architect Fazlur Rahman Khan .	The Willis Tower is the second-tallest building in the United States and the 16th-tallest in the world .	More than one million people visit its observation deck each year , making it one of Chicago 's most popular tourist destinations .
2	The Democrats lost twenty-eight seats to the Republican Party in the House of Representatives .	The 1950 United States elections were held on November 7 , 1950 , and elected the members of the 82nd United States Congress .	The election took place during the Korean War , during Democratic President Harry S. Truman 's second ( only full ) term .	The Democrats also lost five seats in the U.S. Senate to the Republicans .	Congressman Vito Marcantonio 's defeat left third parties without representation in Congress for the first time since 1908 .
2	Singer captured the World Lightweight Championship in July , 1930 , with a first round knockout ( 1 : 46 ) of champion Sammy Mandell .	Al `` The Bronx Beauty `` Singer ( September 6 , 1909 in New York , NY – April 20 , 1961 ) was an American boxer .	He was born in the Lower East Side in New York City .	He surrendered the title four months later to Tony Canzoneri in a first round KO .	Three years earlier , Singer and Canzoneri had battled to a 10-round draw .
1	Crime in the city increased from the 1960s through the early 1990s as measured by the index crime rate , followed by a decline in crime rates through 2014 .	Crime in St. Louis includes an overview of crime both in the city of St. Louis and in the Greater St. Louis metropolitan area .	Despite decreasing crime , rates of violent crime and property crime in both the city and the metropolitan area remain higher than the national metropolitan area average .	In addition , the city of St. Louis consistently has been ranked among the most dangerous cities in the United States .	As of April 2017 , St. Louis has the highest murder rate in America .
1	The design was considered advanced for its time , and it was the first class of vessels for the Norwegian Navy that used aluminium in the construction of the bridge , the mast and the outer funnel .	The `` Sleipner `` class was a class of six destroyers built for the Royal Norwegian Navy from 1936 until the German invasion in 1940 .	Extra strength special steel was used in the construction of the hull .	Unlike the earlier the `` Sleipner `` class had comparatively good capabilities in both main guns , anti-aircraft artillery and anti-submarine weapons .	The class was named after Sleipnir , the eight-legged horse of Odin .
2	The band name was initially proposed by Bonnie Bramlett .	Average White Band ( also AWB ) are a Scottish funk and R & B band that had a series of soul and disco hits between 1974 and 1980 .	They are best known for their million-selling instrumental track `` Pick Up the Pieces `` , and their albums `` AWB `` and `` Cut the Cake `` .	They have influenced others such as the Brand New Heavies , and been sampled by various musicians including the Beastie Boys , TLC , The Beatnuts , Too Short , Ice Cube , Eric B .	& Rakim , Nas , and A Tribe Called Quest , as well as Arrested Development – making them the 15th most sampled act in history .
0	David Andrew Berg ( born March 28 , 1993 ) is an American professional baseball pitcher in the Chicago Cubs organization .	He attended the University of California , Los Angeles ( UCLA ) , where he played college baseball for the UCLA Bruins baseball team .	He was named an All-American and Pac-12 Conference Baseball Pitcher of the Year in 2013 .	He set a National Collegiate Athletic Association ( NCAA ) record for saves in a single season with 24 .	The Texas Rangers selected Berg in the 17th round of the 2014 Major League Baseball Draft .
4	The script is in the eastern variety of the Gupta script and the language is Sanskrit prose .	The Umachal rock inscription is the earliest epigraphic source discovered in Assam .	Dated to the 5th century , the rock description was discovered in the north-eastern slopes of the Nilachal Hills ( called Umachal ) , near Guwahati city .	The artifact is dated primarily on the basis of the identification of the named Surendra Varman with Mahendra Varman ( fl .	c470-494 ) of the Varman dynasty .
4	The village school is around 200 m in the other direction .	The Old Rectory , Llanbedr is located two miles north-east of the market town of Ruthin , Denbighshire , around 400 m north of the quiet village of Llanbedr and is a late 17th-century property , of a type rare in the county .	It was listed as Grade II * on 19 July 1966 ( Cadw Building ID : 1352 ) .	The front has five bays and is a double pile of mellow red brick , with a hipped roof .	It is set back down a quiet and private country lane .
2	The novel is the first horror story based in the Star Wars Universe since the `` Galaxy of Fear `` series , released in the late 1990s .	Death Troopers is a Star Wars novel written by Joe Schreiber .	Schreiber 's idea was to create a horror story in the Star Wars universe that pulled from horror movies he enjoyed such as `` The Shining `` and `` Alien `` .	Released on October 13 , 2009 , Death Troopers is set just before the events shown in `` A New Hope `` .	It was heavily featured in the MMORPG Star Wars Galaxies with SOE confirming a full page of information and advertisements of the game in the book .
0	Yellowstone is a BBC nature documentary series broadcast from 15 March 2009 .	Narrated by Peter Firth , the series takes a look at a year in the life of Yellowstone National Park , examining how its wildlife adapts to living in one of the harshest wildernesses on Earth .	Yellowstone debuted on BBC Two at 8 : 00pm on Sunday 15 March 2009 and has three episodes .	Each 50-minute episode was followed by a ten-minute film called `` Yellowstone People `` , featuring visitors to the Park and locals who had assisted the production team .	The series was the channel 's highest-rated natural history documentary in over five years with audiences peaking at over four million .
0	Samia ( ) , translated as `` The Girl From Samos `` , or `` The Marriage Connection `` , is an ancient Greek comedy by Menander , it is the second most extant play with up to 116 lines missing compared to `` Dyskolos `` ’ s 39 .	The date of its first performance is unknown , with 315 B.C .	and 309 B.C .	being two suggested dates .	The surviving text of `` Samia `` comes from the Cairo Codex found in 1907 and the Bodmer Papyri from 1952 .
2	His father took him to the United States when young ; and there , after working at a tobacco factory , he began making the newly popularised cigarettes by hand .	Bernhard Baron ( 1850 – 1929 ) was a tobacco manufacturer and philanthropist .	He was born at Brest-Litovsk ( modern Belarus ) , in poor circumstances , to Jewish parents , and brought up among the Don Cossacks at Rostov .	He invented a cigarette-making machine which he brought back to England and sold for £ 160,000 .	With this money he bought the tobacco business of Mme .
4	Jean Dausset died on June 6 , 2009 in Majorca , Spain , at the age of 92 .	Jean-Baptiste-Gabriel-Joachim Dausset ( 19 October 1916 – 6 June 2009 ) was a French immunologist born in Toulouse , France .	Dausset received the Nobel Prize in Physiology or Medicine in 1980 along with Baruj Benacerraf and George Davis Snell for their discovery and characterisation of the genes making the major histocompatibility complex .	Using the money from his Nobel Prize and a grant from the French Television , Dausset founded the Human Polymorphism Study Center ( CEPH ) in 1984 , which was later renamed the Foundation Jean Dausset-CEPH in his honour .	He married Rose Mayoral in 1963 , with whom he had two children , Henri and Irène .
3	The National Police Commissioner has published that the squad will be fully manned at 55 police officers by 2010 .	Víkingasveitin ( , `` The Viking Squad `` ) , officially Sérsveit ríkislögreglustjórans ( `` Special Unit of the National Police Commissioner `` ) , is Iceland 's elite counter-terrorism unit , specializing in various types of armed and unarmed infantry combat .	It is in many ways modeled on the Norwegian Emergency Response Unit counter-terrorist unit with which it conducts many exercises , both in Norway and Iceland .	The Viking squad has about 50 police officers .	Iceland has no standing regular military , thus some functions performed by military forces in other nations may be performed in Iceland by units such as Víkingasveitin .
1	It is one part of the Breeders Crown annual series of twelve races for both Standardbred pacers and trotters .	The Breeders 2YO Colt & Gelding Pace is a harness racing event for two-year-old Standardbred male pacers .	First run in 1985 , it is contested over a distance of one mile .	Race organizers have awarded the event to various racetracks across North America .	The 2017 race will be held at Hoosier Park in Anderson , Indiana , United States .
3	He reached his peak as a six-year-old in 1985 when he won the John Porter Stakes , Hardwicke Stakes and Prix du Conseil de Paris .	Jupiter Island ( 23 February 1979 – 25 July 1998 ) was a British Thoroughbred racehorse and sire .	He won fourteen of his forty-one races in a six-year racing career which lasted from 1981 until 1986 .	He showed useful but unexceptional form until the late summer of 1983 when he won the Ebor Handicap and followed up with a win in the St. Simon Stakes .	His final season was disrupted by injury problems , but he ended his career with his biggest success when he became the first British-trained horse to win the Japan Cup .
2	He has been Deputy Director for Management at the cabinet level Office of the Director of National Intelligence ; he returned to the Department of State on May 7 , 2007 .	Patrick Francis Kennedy ( born June 22 , 1949 ) is a former career Foreign Service Officer who served as the U.S. State Department 's Under Secretary of State for Management .	He was Director of the Office of Management Policy , Rightsizing and Innovation .	Kennedy was U.S .	Ambassador to the United Nations for Management and Reform and previously served as Chief of Staff for the Coalition Provisional Authority in Iraq .
0	The 1990 – 91 NCAA football bowl games featured 19 games , starting early in December 1990 and ending on New Year 's Day 1991 .	They followed the 1990 regular season and ended in controversy .	Going into the postseason , Colorado had a 10-1-1 record and was ranked # 1 in both Coaches ' and AP polls .	After a relatively unimpressive ( and controversial ) 10-9 victory over # 5 Notre Dame in the Orange Bowl and an impressive victory by the undefeated ( 10-0-1 ) # 2 Georgia Tech in the , the Buffaloes lost their # 1 ranking to the Yellow Jackets in the Coaches ' Poll , creating a split championship .	This controversial ending , along with the dual undefeated champions of the following year , led to the creation of the Bowl Coalition .
2	He was noted for racing the first production ‘ Moulton ’ cycles and was televised by ITN in 1962 , racing a Moulton Special .	John Ronald Tovey was a British cyclist from the South West UK .	He raced for Bath Cycling Club in the early 1960s and also Gordano Valley CC .	He took part in the original Cardiff to London 162 mile Time trials and , with others , broke the speed record for that event with the fastest time being achieved by John Woodburn of Reading ( 6hrs and 44 minutes ) .	Tovey worked for Alex Moulton in the early 60s and was part of the `` Moulton eight `` .
3	The blood can also be drawn from an arterial catheter .	An arterial blood gas ( ABG ) test is a blood gas test of blood from an artery ; it is thus a blood test that measures the amounts of certain gases ( such as oxygen and carbon dioxide ) dissolved in arterial blood .	An ABG test involves puncturing an artery with a thin needle and syringe and drawing a small volume of blood .	The most common puncture site is the radial artery at the wrist , but sometimes the femoral artery in the groin or other sites are used .	An ABG test measures the blood gas tension values of arterial oxygen tension ( Pa ) , arterial carbon dioxide tension ( Pa ) , and acidity ( pH ) .
0	The Waipa River is in the Waikato region of the North Island of New Zealand .	The headwaters are in the Rangitoto Range east of Te Kuiti .	It flows north for , passing through Otorohanga and Pirongia , before flowing into the Waikato River at Ngaruawahia .	It is the Waikato 's largest tributary .	The Waipa 's main tributary is the Puniu River .
3	VCASU 's student newspaper was called Spark .	The Victorian College of the Arts Student Union ( VCASU ) was the student union of the former Victorian College of the Arts ( VCA ) , now known as the Faculty of VCA and Music ( VCAM ) in Melbourne , Australia .	It was a separately incorporated organisation which represented the VCA student body .	It had a strong history of creative student activism and successful political campaigns .	VCASU officially went into voluntary liquidation on 15 May 2009 and shut down operations by 30 June 2009 .
2	The film deals with the events of the Affiche Rouge ( `` red poster `` ) affair .	The Army of Crime ( ) is a 2009 French drama-war film directed by Robert Guédiguian and based on a story by Serge Le Péron , one of three credited for the screenplay .	It received a wide release in France on 16 September 2009 and opened in the United States in 2010 .	The title was taken from the caption on a propaganda poster , in which the Nazis sought to present prominent French Resistance fighters as foreign criminals ; the caption read `` Liberators ?	Liberation by the army of crime `` .
3	Migrants from the Eastern Apoi clan established the Western Apoi clan in Ondo State hundreds of years ago .	The Eastern Apoi tribe of the Ijaw people is located in central Bayelsa State , Nigeria .	The Eastern Apoi tribe is small and geographically isolated .	Apoi settlements include : Keme-ebiama , Kolokologbene , Ogboinbiri , Sampou , Gbaran , Kassama , and Azama .	Also , the Arogbo tribe traces its origins to a migration from the Apoi town of Gbaran .
4	It took several turns before joining what is now the Kenilworth Access near the old water reservoir entrance .	Ottawa street is a Lower City arterial road in Hamilton , Ontario , Canada .	It starts off at `` Lawrence Road `` at the base of the Niagara Escarpment ( mountain ) and is a two-way street throughout , cutting through the `` Delta `` and `` Crown Point `` neighbourhoods and the City 's `` North End `` industrial neighbourhood .	It ends at `` Industrial Drive `` , the site of the Dofasco steel company .	This used to be one of the east ends ' mountain access roads - it continued south over the train tracks at Lawrence Road and quickly turned right towards the brick manufacturing plant once known as Hamilton Brick .
4	The GP7 was the first EMD road locomotive to use a hood unit design instead of a car-body design .	The EMD GP7 is a four-axle ( B-B ) road switcher diesel-electric locomotive built by General Motors Electro-Motive Division and General Motors Diesel between October , 1949 and May 1954 .	Power was provided by an EMD 567B 16-cylinder engine which generated .	The GP7 was offered both with and without control cabs , and those built without control cabs were called a GP7B .	Five GP7B 's were built between March and April 1953 .
0	Haxted Watermill is a much-restored watermill in Surrey , England , close to the border with Kent , and is powered by the River Eden .	It is a Domesday site and the mill was mentioned in the will of Sir Reginald de Cobham in 1361 .	The western half of the building dates to c.1580 and the eastern half dates to 1794 .	The mill was last used to grind flour in 1919 but worked until 1945 .	It was formerly a museum with a turning waterwheel and other machinery now closed
4	Each district had its own format for selecting teams , resulting in 27 teams participating in the tournament at the conclusion of their regular season , and in some cases , after a conference tournament .	The 1962 NCAA University Division Baseball Tournament was played at the end of the 1962 NCAA University Division baseball season to determine the national champion of college baseball .	The tournament concluded with eight teams competing in the College World Series , a double-elimination tournament in its sixteenth year .	Eight regional districts sent representatives to the College World Series with preliminary rounds within each district serving to determine each representative .	These events would later become known as regionals .
3	Festival appearances have included playing with JLS , Diversity , and McFly .	Twenty Twenty are a pop punk band based in London , Cambridge and Essex , UK .	They are made up of lead vocalist / guitarist Sam Halliday , brother and bassist / vocalist Jack Halliday , and drummer / vocalist Sonny Watson-Lang .	The band have supported acts such as The Wanted , The Saturdays , Avril Lavigne , Scouting For Girls , Big Time Rush and Selena Gomez .	July 2010 saw the band play at the O2 Arena with The Saturdays , and Tinchy Stryder .
2	It outweighs the Cullinan I by 15.37 carats ( 3.07 g ) .	The Golden Jubilee Diamond ( ) is the largest cut and faceted diamond in the world .	It weighs 545.67 carats ( 109.13 g ) .	The Golden Jubilee Diamond was discovered in the Premier Mine , which is also the origin of the Cullinan diamond ( 1905 ) and other notables such as the Taylor – Burton ( 1966 ) and the Centenary ( 1986 ) .	The Cullinan I , also known as the Great Star of Africa , had held the title of the largest cut and faceted diamond since 1908 .
1	It was due to be released on 8 November 2010 ; however , this was later changed to 15 November .	Solaris Acoustic is an acoustic album by English pop rock band Elliot Minor .	The album was released on 15 November 2010 along with a live DVD ( Kerrang !	Live Special ) filmed at the Relentless Garage , London .	The CD / DVD album bundle is currently only available through the band 's official website , elliotminor.com .
4	However , the preoccupation with delusional ideas can be disruptive to their overall lives .	Delusional disorder is a mental illness in which the patient presents with delusions , but with no accompanying prominent hallucinations , thought disorder , mood disorder , or significant flattening of affect .	Delusions are a specific symptom of psychosis .	Delusions can be `` bizarre `` or `` non-bizarre `` in content ; non-bizarre delusions are fixed false beliefs that involve situations that `` could `` potentially occur in real life , such as being followed or poisoned .	Apart from their delusions , people with delusional disorder may continue to socialize and function in a normal manner and their behavior does not necessarily generally seem odd .
0	WebHostingBuzz is a web hosting company based in Auburn , Massachusetts .	It offers web hosting , reseller hosting , VPS hosting , and dedicated hosting services .	It operates data centers in Atlanta , Phoenix , Arizona , Dallas , and Clifton , New Jersey .	Its European branch , WebHostingBuzz.co.uk , operates data centers in Nottingham and Amsterdam .	It was founded in 2002 by Safvan Malik , who has since left the company .
1	They sponsor the Santa Cruz Syndicate , a downhill racing team .	Santa Cruz Bicycles is a manufacturer of high end mountain bikes based in Santa Cruz , California .	The company moved premises from 104 Bronson Street to 2841 Mission Street in 2013 .	On July 3 , 2015 .	Santa Cruz bicycle was sold to Pon Holding , a family-owned Dutch conglomerate with a bicycle division including brands such as Cervélo , Focus and Royal Dutch Gazelle .
2	A number of those subsequently formed an Association of Independent Members of Parliament , with Snyder Rini as their leader .	General elections were held on 5 April 2006 in Solomon Islands .	No party won more than four of the fifty seats , while thirty seats went to independent candidates .	Rini was elected Prime Minister by Parliament on 18 April , amidst `` widespread street protests `` in Honiara , which caused particular damage in the city 's Chinatown .	Rioters `` alleged corruption and insisted that Mr. Rini had been unfairly favouring Chinese businessmen `` .
3	They had two other singles on the Billboard charts : `` Tarkio Road `` ( 1970 ) and `` Shake Off The Demon `` ( 1971 ) .	Brewer & Shipley are an American folk rock duo who enjoyed their peak success in the late 1960s through the 1970s , consisting of singer-songwriters Mike Brewer and Tom Shipley .	They were known for their intricate guitar work , vocal harmonies , and socially conscious lyrics which reflected the concerns of their generation — especially the Vietnam War , and the struggles for personal and political freedom .	Their greatest commercial success was the song `` One Toke Over the Line `` from their 1970 album `` Tarkio `` .	They continue to perform , both separately and together , usually in the Midwest of the USA .
1	The aim of Big Writing is to advise schools on how to raise attainment level in speaking , listening and writing .	Big Writing is an approach to teaching writing developed by Ros Wilson and marketed by Andrell Education .	The method is currently used by numerous schools , primarily in the UK but also overseas .	The target audience for Big writing are Key Stage 1 and Key Stage 2 students ( i.e .	those aged 5 to 11 ) , although a slightly adjusted method is also taught that focuses on Foundation stage pupils and is known as ' Big Talk ' .
3	Flyway `` became `` Flyway : Journal of Writing and Envirornment `` 2009 , in concert with the creation of Iowa State University 's prestigious MFA Program in Creative Writing and Environment .	Flyway is a prominent American literary magazine founded by Stephen Pett in 1995 .	It is based at Iowa State University in Ames , Iowa .	Genre editors included Sheryl St. Germain , Debra Marquart , Andie Dominick , Sam Pritchard , and Gary Whitehead . ``	Students from the program serve as genre editors and readers . ``
1	They usually involve two metals and one chalcogen .	I-III-VI semiconductors are solid semiconducting materials that contain three or more chemical elements belonging to groups I , III and VI of the periodic table .	Some of these materials have a direct bandgap , E , of ~ 1.5 eV , which makes them efficient absorbers of sunlight and thus potential solar cell materials .	A fourth element is often added to a I-III-VI material to tune the bandgap for maximum solar cell efficiency .	A representative example is copper indium gallium selenide ( CuInGaSe , E = 1.7 – 1.0 eV for x = 0 – 1 ) , which is used in copper indium gallium selenide solar cells .
4	The compilation includres guest performances by several notable West Coast performers including Ice Cube , Luniz , Kokane , Ras Kass , Above The Law , WC and Ice-T .	The Lawhouse Experience , Volume One is a compilation album presented by the American producer Laylaw .	It was released on August 29 , 1997 , on Zomba Records .	The compilation was produced entirely by Derrick McDowell and Laylaw .	It peaked at number 43 on the `` Billboard `` Top R & B / Hip-Hop Albums and at number 169 on the `` Billboard `` 200 .
3	The station is currently owned by Hubbard Broadcasting .	WYGY ( 97.3 FM , `` The Wolf `` ) is a radio station broadcasting a country music format .	Licensed to the suburb of Fort Thomas , Kentucky , it serves the Cincinnati , Ohio metropolitan area .	It first began broadcasting in 1993 under the call sign WAAR .	Its studios are located just northeast of Downtown Cincinnati and the transmitter site is in Finneytown , Ohio .
4	Davina McCall did not return to host the main show , and was replaced by former winner Brian Dowling .	Celebrity Big Brother 2011 , also known as Celebrity Big Brother 8 , was the eighth series of the British reality television series `` Celebrity Big Brother `` .	It was the first series of `` Celebrity Big Brother `` to air on Channel 5 , and the first celebrity series not to air in January since `` Celebrity Big Brother 2 `` , which was broadcast in November 2002 .	The series launched on 18 August 2011 , and ended after 22 days on 8 September 2011 , making it the shortest Channel 5 series .	It was followed by the twelfth regular series , which launched the following night after the final .
1	It is home to an English-speaking international congregation , an Egyptian congregation and five refugee congregations .	St. Andrew 's United Church of Cairo is an international Christian church in Egypt .	Its church building was completed in 1908 .	It is located at 38 26 July St. between Ramses and Galaa streets , just above the Nasser Metro Stop in downtown Cairo .	English worship services are held at 10 am Fridays and Sundays .
